movieId,title,year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year_scaled,avg_rating,avg_rating_scaled,genre_score,genre_score_scaled
29,"City of Lost Children, The (Cité des enfants perdus, La)",1995,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.022160619,4.013157895,0.780701754,17.74408847,2.468530481
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3,0.555555556,7.314461878,-0.1742455
31,Dangerous Minds,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.184210526,0.596491228,3.65616801,-1.101225108
32,Twelve Monkeys (a.k.a. 12 Monkeys),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.022160619,3.983050847,0.774011299,10.58203434,0.653728726
34,Babe,1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.65234375,0.700520833,7.069124135,-0.236411934
36,Dead Man Walking,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.835820896,0.741293532,7.314461878,-0.1742455
38,It Takes Two,1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.125,0.361111111,6.797676889,-0.305194288
39,Clueless,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.293269231,0.620726496,6.891231468,-0.281488377
40,"Cry, the Beloved Country",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,4.25,0.833333333,3.65616801,-1.101225108
41,Richard III,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.022160619,3.7,0.711111111,7.464461898,-0.13623681
42,Dead Presidents,1995,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3,0.555555556,10.76243942,0.699441792
43,Restoration,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.1875,0.597222222,3.65616801,-1.101225108
44,Mortal Kombat,1995,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022160619,2.543478261,0.45410628,10.44758696,0.619660939
45,To Die For,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.022160619,3.3125,0.625,10.53461207,0.641712339
46,How to Make an American Quilt,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.066666667,0.57037037,7.162678714,-0.212706024
47,Seven (a.k.a. Se7en),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.022160619,3.975369458,0.772304324,7.126183551,-0.221953578
48,Pocahontas,1995,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.022160619,3.147058824,0.588235294,17.76924998,2.474906186
49,When Night Is Falling,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3,0.555555556,7.162678714,-0.212706024
50,"Usual Suspects, The",1995,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.022160619,4.237745098,0.830610022,10.78447742,0.705026029
52,Mighty Aphrodite,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.464285714,0.658730159,10.54739948,0.644952556
53,Lamerica,1994,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.031803408,5,1,7.164776925,-0.212174356
54,"Big Green, The",1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.333333333,0.407407407,6.797676889,-0.305194288
55,Georgia,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,4,0.777777778,3.65616801,-1.101225108
57,Home for the Holidays,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.0625,0.569444444,3.65616801,-1.101225108
58,"Postman, The (Postino, Il)",1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.031803408,4.027027027,0.783783784,10.54739948,0.644952556
60,"Indian in the Cupboard, The",1995,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022160619,3.235294118,0.607843137,10.41256555,0.61078682
61,Eye for an Eye,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.076124647,3.75,0.722222222,7.149891306,-0.215946241
62,Mr. Holland's Opus,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.70625,0.7125,3.65616801,-1.101225108
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,2.714285714,0.492063492,7.043014631,-0.243027854
64,Two if by Sea,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.076124647,2.2,0.377777778,6.891231468,-0.281488377
65,Bio-Dome,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,2.532258065,0.451612903,3.384720764,-1.170007461
66,Lawnmower Man 2: Beyond Cyberspace,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.076124647,2.5,0.444444444,10.39755162,0.606982422
68,French Twist (Gazon maudit),1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.4,0.644444444,6.891231468,-0.281488377
69,Friday,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.775,0.727777778,3.384720764,-1.170007461
70,From Dusk Till Dawn,1996,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.076124647,3.509090909,0.668686869,13.58461663,1.414556768
71,Fair Game,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,1.7,0.266666667,3.447977539,-1.153978749
72,Kicking and Screaming,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.214285714,0.603174603,7.040888774,-0.243566527
73,"Misérables, Les",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.022160619,3.461538462,0.658119658,7.464461898,-0.13623681
74,Bed of Roses,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.076124647,4,0.777777778,7.162678714,-0.212706024
75,Big Bully,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.076124647,2.2,0.377777778,7.040888774,-0.243566527
76,Screamers,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.022160619,3.4,0.644444444,10.39755162,0.606982422
77,Nico Icon,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,4,0.777777778,3.79778507,-1.065340586
78,"Crossing Guard, The",1995,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.022160619,3.333333333,0.62962963,14.25616271,1.584720659
79,"Juror, The",1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.076124647,2.764705882,0.503267974,7.149891306,-0.215946241
80,"White Balloon, The (Badkonake sefid)",1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,4,0.777777778,7.069124135,-0.236411934
81,Things to Do in Denver When You're Dead,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.107142857,0.579365079,10.82097258,0.714273583
82,Antonia's Line (Antonia),1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.875,0.75,7.040888774,-0.243566527
83,Once Upon a Time... When We Were Colored,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3,0.555555556,7.162678714,-0.212706024
85,Angels and Insects,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.857142857,0.746031746,7.162678714,-0.212706024
86,White Squall,1996,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.076124647,3.966666667,0.77037037,10.61275446,0.661512937
87,Dunston Checks In,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,2.5,0.444444444,6.797676889,-0.305194288
88,Black Sheep,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,3.15625,0.590277778,3.384720764,-1.170007461
89,Nick of Time,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022160619,3.25,0.611111111,6.941700835,-0.268699882
92,Mary Reilly,1996,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.076124647,2.625,0.472222222,10.40808634,0.609651828
93,Vampire in Brooklyn,1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.022160619,2.833333333,0.518518519,10.1494265,0.544109692
94,Beautiful Girls,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.076124647,3.95,0.766666667,10.54739948,0.644952556
95,Broken Arrow,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.076124647,3.023809524,0.560846561,10.45030975,0.62035087
96,In the Bleak Midwinter,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.5,0.666666667,7.040888774,-0.243566527
97,"Hate (Haine, La)",1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.9,0.755555556,7.314461878,-0.1742455
99,Heidi Fleiss: Hollywood Madam,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,5,1,3.79778507,-1.065340586
100,City Hall,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.076124647,2.785714286,0.507936508,7.149891306,-0.215946241
101,Bottle Rocket,1996,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.076124647,3.782608696,0.729468599,14.05813425,1.534541982
102,Mr. Wrong,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,2.4,0.422222222,3.384720764,-1.170007461
103,Unforgettable,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.076124647,3,0.555555556,10.58203434,0.653728726
104,Happy Gilmore,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,3.439393939,0.653198653,3.384720764,-1.170007461
105,"Bridges of Madison County, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.282608696,0.618357488,7.162678714,-0.212706024
106,Nobody Loves Me (Keiner liebt mich),1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.031803408,4,0.777777778,7.040888774,-0.243566527
107,Muppet Treasure Island,1996,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.076124647,3.326923077,0.628205128,13.86996391,1.486861267
108,Catwalk,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,4,0.777777778,3.79778507,-1.065340586
110,Braveheart,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.022160619,4.03164557,0.784810127,10.91243944,0.737450483
111,Taxi Driver,1976,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.003155903,4.105769231,0.801282051,10.80818517,0.711033366
112,Rumble in the Bronx (Hont faan kui),1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.543478261,0.676328502,13.99960109,1.519710191
113,Before and After,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.076124647,3.333333333,0.62962963,7.288628266,-0.180791511
116,Anne Frank Remembered,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.9,0.755555556,3.79778507,-1.065340586
117,"Young Poisoner's Handbook, The",1995,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3,0.555555556,7.314461878,-0.1742455
118,If Lucy Fell,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.076124647,2.5,0.444444444,6.891231468,-0.281488377
119,"Steal Big, Steal Little",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3,0.555555556,3.384720764,-1.170007461
121,"Boys of St. Vincent, The",1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.139731463,4,0.777777778,3.65616801,-1.101225108
122,Boomerang,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.139731463,2.65625,0.479166667,6.891231468,-0.281488377
123,Chungking Express (Chung Hing sam lam),1994,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.031803408,4.375,0.861111111,10.79513897,0.707727572
125,Flirting With Disaster,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,3.583333333,0.685185185,3.384720764,-1.170007461
126,"NeverEnding Story III, The",1994,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.031803408,2,0.333333333,10.41256555,0.61078682
128,Jupiter's Wife,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.031803408,3,0.555555556,3.79778507,-1.065340586
129,Pie in the Sky,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.076124647,2,0.333333333,6.891231468,-0.281488377
132,Jade,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022160619,2.833333333,0.518518519,3.493723296,-1.142387175
135,Down Periscope,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,2.951612903,0.544802867,3.384720764,-1.170007461
137,Man of the Year,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3,0.555555556,3.79778507,-1.065340586
140,Up Close and Personal,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.076124647,3.5,0.666666667,7.162678714,-0.212706024
141,"Birdcage, The",1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076124647,3.494186047,0.665374677,3.384720764,-1.170007461
144,"Brothers McMullen, The",1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.333333333,0.62962963,3.384720764,-1.170007461
145,Bad Boys,1995,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.022160619,3.245098039,0.610021786,17.64088348,2.442379239
146,"Amazing Panda Adventure, The",1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.333333333,0.62962963,6.92156504,-0.273802116
147,"Basketball Diaries, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.466666667,0.659259259,3.65616801,-1.101225108
148,"Awfully Big Adventure, An",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,5,1,3.65616801,-1.101225108
149,Amateur,1994,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.031803408,2,0.333333333,10.80818517,0.711033366
150,Apollo 13,1995,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.022160619,3.845771144,0.743504699,10.78311227,0.704680112
151,Rob Roy,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.022160619,3.545454545,0.676767677,14.41895014,1.625969567
152,"Addiction, The",1995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.022160619,1.5,0.222222222,6.914363045,-0.275627038
153,Batman Forever,1995,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.916058394,0.536901865,13.99960109,1.519710191
154,Beauty of the Day (Belle de jour),1967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.488832151,3.875,0.75,3.65616801,-1.101225108
155,Beyond Rangoon,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.022160619,2.416666667,0.425925926,10.97307081,0.752813942
156,Blue in the Face,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.333333333,0.62962963,7.040888774,-0.243566527
157,Canadian Bacon,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.022160619,2.863636364,0.525252525,7.193014652,-0.205019163
158,Casper,1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.806451613,0.512544803,6.92156504,-0.273802116
159,Clockers,1995,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.022160619,2.892857143,0.531746032,10.94692213,0.746188096
160,Congo,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.022160619,2.877192982,0.528265107,14.0448975,1.531187904
161,Crimson Tide,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.022160619,3.63592233,0.696871629,10.95818519,0.749042057
162,Crumb,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.031803408,4.205882353,0.823529412,3.79778507,-1.065340586
163,Desperado,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.022160619,3.560606061,0.68013468,10.53842607,0.642678773
164,Devil in a Blue Dress,1995,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.022160619,3.321428571,0.626984127,14.70459236,1.698348802
165,Die Hard: With a Vengeance,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022160619,3.555555556,0.679012346,10.5999947,0.658279725
166,"Doom Generation, The",1995,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.833333333,0.518518519,10.69918264,0.68341308
168,First Knight,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.083333333,0.574074074,10.61065625,0.660981269
169,Free Willy 2: The Adventure Home,1995,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.4,0.422222222,10.57773305,0.652638818
170,Hackers,1995,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022160619,3.228571429,0.606349206,14.10860362,1.547330477
171,Jeffrey,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.833333333,0.740740741,7.040888774,-0.243566527
172,Johnny Mnemonic,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.022160619,2.679245283,0.48427673,10.39755162,0.606982422
173,Judge Dredd,1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.022160619,2.669354839,0.482078853,10.56212219,0.648683163
174,Jury Duty,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.7,0.488888889,3.384720764,-1.170007461
175,Kids,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.975,0.772222222,3.65616801,-1.101225108
176,Living in Oblivion,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,4.307692308,0.846153846,3.384720764,-1.170007461
177,Lord of Illusions,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.022160619,2.75,0.5,3.258195035,-1.202067972
178,Love & Human Remains,1993,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.085767436,1,0.111111111,7.040888774,-0.243566527
179,Mad Love,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,1.5,0.222222222,7.162678714,-0.212706024
180,Mallrats,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.402777778,0.645061728,6.891231468,-0.281488377
181,Mighty Morphin Power Rangers: The Movie,1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.264705882,0.392156863,6.860933664,-0.289165575
183,Mute Witness,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.031803408,3.5,0.666666667,10.13663909,0.540869475
184,Nadja,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.031803408,3.5,0.666666667,3.65616801,-1.101225108
185,"Net, The",1995,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022160619,3.040178571,0.564484127,10.5999947,0.658279725
186,Nine Months,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.022160619,2.822916667,0.516203704,6.891231468,-0.281488377
187,Party Girl,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022160619,4.125,0.805555556,3.384720764,-1.170007461
188,"Prophecy, The",1995,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.022160619,3.458333333,0.657407407,10.3816558,0.60295456
189,Reckless,1995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022160619,3,0.555555556,6.875721271,-0.285418525
190,Safe,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.022160619,2.8,0.511111111,3.493723296,-1.142387175
191,"Scarlet Letter, The",1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,2.416666667,0.425925926,7.162678714,-0.212706024
193,Showgirls,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,2.471428571,0.438095238,3.65616801,-1.101225108
194,Smoke,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022160619,3.666666667,0.703703704,7.040888774,-0.243566527
195,Something to Talk About,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.022160619,3.1,0.577777778,10.54739948,0.644952556
196,Species,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.022160619,2.666666667,0.481481481,6.714045821,-0.326385668
198,Strange Days,1995,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0.022160619,3.25,0.611111111,21.34447375,3.38083656
